Estado,Bioma,Latitude,Longitude,Mês,Temperatura,Umidade,Precipitacao,NDVI,Focos_Calor,Declividade,Distancia_Rios,Uso_Solo,Nivel_Risco
MT,Cerrado/Amazônia,-14.30572,-54.19999,Dezembro,28.8,15.6,164.1,0.228,8,11.7,2268.6,Agricultura,Médio
CE,Caatinga,-4.21334,-37.55473,Junho,17.2,78.8,48.9,0.833,44,11.9,270.9,Floresta,Médio
SP,Mata Atlântica,-24.83091,-48.01529,Março,31.7,91.0,8.0,0.615,36,8.9,3843.2,Floresta,Baixo
PA,Amazônia,-6.07791,-53.96609,Janeiro,15.2,40.8,27.0,0.7,30,15.4,4360.7,Floresta,Baixo
GO,Cerrado,-14.77195,-50.96669,Setembro,36.0,22.9,71.0,0.584,51,5.1,4819.4,Cerrado/Savana,Médio
MG,Cerrado,-20.2675,-44.33698,Setembro,32.6,37.8,375.4,0.238,23,15.5,3459.4,Agricultura,Alto
PA,Amazônia,-7.47498,-55.4292,Março,20.7,59.5,154.0,0.726,1,33.3,3164.0,Floresta,Médio
SP,Mata Atlântica,-23.35011,-49.25383,Abril,25.1,36.9,211.4,0.495,48,34.8,3473.4,Pastagem,Alto
CE,Caatinga,-3.93708,-41.743,Julho,15.2,61.9,39.0,0.695,66,25.7,4274.7,Floresta,Baixo
CE,Caatinga,-8.46101,-40.09069,Fevereiro,33.7,92.2,138.2,0.057,10,10.3,4037.4,Cerrado/Savana,Médio
MG,Cerrado,-18.29311,-43.81279,Dezembro,23.7,67.0,238.0,0.675,14,9.6,2198.1,Floresta,Alto
GO,Cerrado,-15.57198,-51.42897,Março,30.4,40.8,78.3,0.694,69,11.1,3258.9,Floresta,Baixo
PR,Mata Atlântica,-23.82041,-50.10979,Junho,40.8,89.5,67.4,0.697,17,20.0,818.0,Floresta,Médio
AM,Amazônia,-5.27864,-62.49151,Novembro,23.1,58.1,152.5,0.691,26,39.1,3477.7,Pastagem,Médio
GO,Cerrado,-16.24166,-49.50943,Agosto,41.7,20.9,98.5,0.687,44,4.4,3656.5,Floresta,Baixo
PR,Mata Atlântica,-25.19739,-51.65182,Janeiro,32.1,52.4,500.0,0.833,26,20.0,4008.5,Agricultura,Alto
CE,Caatinga,-4.13728,-41.32078,Abril,21.5,65.6,66.4,0.388,11,27.3,4090.1,Área Urbana,Baixo
MT,Cerrado/Amazônia,-11.57394,-55.2083,Janeiro,26.8,81.3,23.2,0.529,7,9.8,2205.1,Agricultura,Baixo
SP,Mata Atlântica,-21.0988,-49.84505,Fevereiro,35.0,84.1,76.6,-0.061,0,38.8,49.8,Corpo d'Água,Médio
MG,Cerrado,-18.78435,-47.49765,Agosto,27.1,37.0,32.2,0.405,54,14.0,4904.9,Área Urbana,Baixo
SP,Mata Atlântica,-27.2026,-46.41386,Junho,16.8,23.2,98.9,0.796,29,37.3,4890.4,Floresta,Médio
BA,Caatinga,-13.17873,-41.25022,Setembro,19.6,16.3,16.1,0.652,32,23.9,2932.9,Cerrado/Savana,Baixo
BA,Caatinga,-11.85081,-39.82816,Fevereiro,36.4,72.8,359.4,0.482,36,0.2,2801.8,Pastagem,Alto
GO,Cerrado,-15.74912,-45.45497,Março,32.5,77.6,235.8,0.019,17,12.4,2292.1,Cerrado/Savana,Alto
CE,Caatinga,-4.64039,-36.88628,Setembro,30.4,78.8,20.3,0.011,0,0.9,23.6,Corpo d'Água,Baixo
CE,Caatinga,-8.59926,-37.62539,Setembro,19.5,43.7,22.7,0.603,23,15.3,1675.5,Cerrado/Savana,Baixo
AM,Amazônia,-3.74114,-65.14252,Junho,37.6,91.1,86.2,0.448,41,37.3,1086.6,Agricultura,Médio
AM,Amazônia,-2.83918,-62.67443,Março,40.9,87.9,177.9,-0.009,48,31.2,4779.1,Pastagem,Médio
AM,Amazônia,-2.59992,-60.70339,Maio,16.1,89.2,29.7,-0.145,0,24.8,17.2,Corpo d'Água,Baixo
MT,Cerrado/Amazônia,-14.91373,-55.39762,Fevereiro,17.1,76.4,7.5,-0.049,36,21.5,4673.0,Agricultura,Baixo
PA,Amazônia,-5.53028,-50.70074,Julho,38.9,62.9,94.6,0.378,31,14.9,1941.8,Cerrado/Savana,Médio
RS,Pampa,-30.33772,-51.93561,Outubro,37.0,23.1,141.2,0.624,58,8.5,1498.0,Floresta,Médio
PA,Amazônia,-5.49942,-52.57721,Novembro,31.7,40.3,33.6,-0.098,17,2.5,672.4,Área Urbana,Baixo
SP,Mata Atlântica,-24.54418,-47.37446,Agosto,40.5,25.1,161.5,-0.033,101,7.6,1508.2,Área Urbana,Alto
PA,Amazônia,-7.38031,-53.38197,Junho,32.5,35.1,361.0,0.7,128,14.1,4451.9,Agricultura,Alto
MT,Cerrado/Amazônia,-11.66553,-57.12603,Agosto,20.8,62.3,17.7,-0.09,60,20.8,2915.6,Agricultura,Baixo
SP,Mata Atlântica,-22.0364,-46.90814,Fevereiro,34.7,41.9,85.9,-0.09,9,8.2,2267.9,Cerrado/Savana,Baixo
PA,Amazônia,-7.68728,-51.83409,Março,32.4,43.5,7.0,0.511,79,39.0,2845.6,Pastagem,Médio
MT,Cerrado/Amazônia,-13.69043,-57.27005,Julho,41.6,55.9,27.8,0.689,53,3.1,4464.5,Área Urbana,Baixo
RS,Pampa,-28.17364,-52.97131,Outubro,20.8,17.4,11.3,0.721,61,3.8,972.2,Floresta,Médio
PA,Amazônia,-5.29288,-52.79078,Dezembro,31.1,72.8,62.1,0.68,21,27.3,4828.6,Cerrado/Savana,Baixo
MT,Cerrado/Amazônia,-11.62861,-55.63727,Janeiro,36.1,44.1,206.3,0.261,51,30.2,3334.3,Cerrado/Savana,Alto
AM,Amazônia,-3.07424,-62.76056,Julho,24.2,50.8,103.3,0.783,49,38.9,4278.2,Pastagem,Médio
CE,Caatinga,-4.38994,-37.64652,Junho,25.3,92.8,30.2,-0.087,23,21.2,2631.8,Pastagem,Baixo
AM,Amazônia,-3.51093,-62.62088,Agosto,39.0,39.3,4.9,0.212,19,6.6,1190.8,Pastagem,Baixo
CE,Caatinga,-4.51774,-39.59191,Julho,25.9,65.1,96.7,0.741,51,37.5,2841.5,Floresta,Médio
MG,Cerrado,-20.51656,-44.191,Abril,31.9,43.4,17.1,0.65,52,39.2,349.0,Floresta,Baixo
MG,Cerrado,-20.53014,-43.98828,Março,39.0,86.0,50.4,0.236,43,36.9,4262.5,Agricultura,Baixo
MG,Cerrado,-19.70571,-44.49469,Março,20.7,78.9,85.6,-0.179,0,34.9,27.2,Corpo d'Água,Médio
RS,Pampa,-29.44411,-47.54914,Abril,41.5,30.5,280.9,0.796,18,3.1,1421.5,Floresta,Alto
AM,Amazônia,-2.35588,-60.1728,Setembro,34.0,68.8,10.2,0.728,20,34.2,1379.6,Floresta,Baixo
CE,Caatinga,-2.29238,-38.91612,Setembro,28.4,15.5,132.5,0.649,65,38.1,4515.0,Agricultura,Médio
MT,Cerrado/Amazônia,-12.25147,-58.52008,Fevereiro,26.6,91.9,1.7,0.615,13,22.1,4206.1,Cerrado/Savana,Baixo
SP,Mata Atlântica,-23.72494,-47.71463,Maio,40.8,39.7,119.3,0.75,88,30.9,3817.9,Floresta,Médio
MT,Cerrado/Amazônia,-13.28159,-54.114,Janeiro,20.6,80.7,96.2,0.223,49,26.4,2079.8,Pastagem,Médio
SP,Mata Atlântica,-23.37807,-47.94385,Abril,23.4,37.1,200.5,0.188,18,11.5,4363.8,Pastagem,Médio
BA,Caatinga,-10.5182,-40.26709,Fevereiro,23.3,63.8,91.0,0.763,6,23.5,1242.0,Floresta,Médio
MT,Cerrado/Amazônia,-11.16852,-59.9292,Agosto,22.8,72.5,52.2,-0.046,0,35.6,20.3,Corpo d'Água,Médio
PA,Amazônia,-2.61699,-53.56777,Abril,27.7,84.5,33.4,-0.054,44,19.9,2169.5,Cerrado/Savana,Baixo
PA,Amazônia,-4.37307,-48.9443,Maio,41.7,23.6,10.7,-0.1,37,23.6,4598.4,Cerrado/Savana,Médio
GO,Cerrado,-12.597,-51.30634,Novembro,39.0,56.5,91.8,0.005,124,21.3,2860.4,Cerrado/Savana,Médio
AM,Amazônia,-5.63678,-60.07448,Abril,23.9,39.6,263.1,0.725,7,11.3,1154.9,Agricultura,Alto
SP,Mata Atlântica,-23.33692,-47.38132,Maio,26.4,46.9,86.8,-0.056,58,25.7,3257.6,Área Urbana,Médio
SP,Mata Atlântica,-22.61817,-46.87432,Maio,33.1,38.5,161.2,0.565,12,20.4,3727.5,Cerrado/Savana,Médio
AM,Amazônia,-2.41801,-62.11953,Maio,15.5,38.6,42.5,0.76,78,9.3,2756.2,Floresta,Baixo
RS,Pampa,-28.94642,-52.5718,Novembro,37.1,56.1,71.3,0.827,2,35.8,4214.6,Floresta,Baixo
GO,Cerrado,-13.69331,-48.79356,Março,38.8,26.3,47.1,0.574,27,38.0,2965.9,Floresta,Baixo
RS,Pampa,-29.06055,-52.9065,Julho,38.1,55.7,13.9,0.387,11,2.2,489.1,Pastagem,Baixo
RS,Pampa,-27.48055,-51.25057,Março,25.1,33.7,64.7,0.705,19,24.9,4049.6,Agricultura,Baixo
RS,Pampa,-28.93793,-51.71424,Fevereiro,27.5,34.6,173.4,0.606,20,16.6,740.3,Cerrado/Savana,Alto
AM,Amazônia,-3.07867,-61.77431,Março,15.3,74.5,60.3,0.077,0,21.0,0.2,Corpo d'Água,Médio
RS,Pampa,-34.2599,-50.35633,Novembro,25.8,12.5,126.0,0.667,31,15.0,2614.0,Agricultura,Médio
PA,Amazônia,-2.59199,-51.92033,Março,27.4,42.4,170.6,0.105,25,19.0,3662.0,Cerrado/Savana,Médio
MG,Cerrado,-19.94656,-43.57506,Agosto,39.5,44.6,46.8,0.68,42,12.9,4860.8,Floresta,Baixo
BA,Caatinga,-10.99078,-40.9313,Abril,39.1,51.2,191.7,0.86,41,4.7,2165.4,Cerrado/Savana,Médio
SP,Mata Atlântica,-23.66119,-46.99322,Março,41.1,66.9,49.7,0.244,36,12.1,2304.0,Pastagem,Baixo
SP,Mata Atlântica,-23.91946,-45.58333,Outubro,38.9,41.4,35.5,0.87,10,26.8,4131.0,Pastagem,Baixo
BA,Caatinga,-14.69069,-42.25781,Maio,15.2,28.1,30.2,0.483,39,2.0,560.1,Pastagem,Baixo
AM,Amazônia,-1.07659,-59.76871,Abril,32.3,85.2,26.8,0.877,50,15.3,148.2,Floresta,Baixo
MT,Cerrado/Amazônia,-14.89722,-58.61712,Setembro,16.8,93.4,160.3,0.626,11,1.7,3025.5,Floresta,Médio
AM,Amazônia,-3.87593,-60.88112,Agosto,22.4,11.7,262.2,0.716,75,14.3,845.9,Agricultura,Alto
SP,Mata Atlântica,-26.29121,-46.71221,Novembro,30.6,56.4,31.5,0.294,27,3.5,1286.1,Agricultura,Baixo
SP,Mata Atlântica,-24.26127,-44.64105,Julho,33.9,39.0,10.7,-0.067,4,13.6,4881.6,Área Urbana,Baixo
BA,Caatinga,-15.09536,-41.56119,Agosto,32.7,79.0,45.2,-0.159,0,33.5,38.5,Corpo d'Água,Médio
RS,Pampa,-30.62041,-49.0253,Maio,16.3,38.5,128.7,0.825,16,24.5,4280.3,Floresta,Médio
AM,Amazônia,-2.57352,-63.09872,Abril,17.8,64.3,55.2,0.525,26,27.3,4490.0,Cerrado/Savana,Baixo
CE,Caatinga,-3.81992,-40.23324,Julho,18.5,26.2,95.6,0.088,51,20.2,615.5,Área Urbana,Médio
BA,Caatinga,-11.08101,-42.05562,Janeiro,17.5,87.6,163.7,0.148,29,36.9,4639.6,Área Urbana,Alto
PA,Amazônia,-3.958,-52.07588,Junho,19.8,49.6,63.0,0.626,16,21.6,4333.9,Floresta,Baixo
SP,Mata Atlântica,-18.65926,-46.70934,Agosto,33.6,37.7,500.0,-0.086,15,4.2,236.3,Cerrado/Savana,Alto
BA,Caatinga,-12.00571,-42.41914,Julho,37.4,75.1,42.4,0.88,24,37.3,4886.3,Floresta,Baixo
AM,Amazônia,-3.46597,-66.27275,Fevereiro,26.0,11.4,459.4,0.059,46,5.3,2297.0,Agricultura,Alto
SP,Mata Atlântica,-22.85162,-44.61569,Julho,33.7,46.7,27.2,0.183,25,40.0,4872.7,Agricultura,Baixo
MT,Cerrado/Amazônia,-12.08505,-58.89079,Junho,20.4,40.2,14.1,0.207,56,17.4,4121.0,Agricultura,Baixo
BA,Caatinga,-13.78268,-45.34529,Maio,41.3,38.7,166.8,0.119,66,2.9,2206.3,Cerrado/Savana,Médio
GO,Cerrado,-14.36161,-51.34977,Abril,24.4,38.7,145.4,0.692,9,34.6,2562.7,Cerrado/Savana,Médio
SP,Mata Atlântica,-23.59306,-46.86061,Janeiro,37.8,12.7,200.0,0.472,112,3.7,1382.7,Floresta,Alto
AM,Amazônia,-1.23841,-62.09208,Fevereiro,40.5,22.9,50.5,0.045,60,7.0,2439.7,Cerrado/Savana,Médio
MG,Cerrado,-17.29666,-43.7303,Julho,38.3,87.8,320.5,-0.084,0,16.7,26.1,Corpo d'Água,Alto
CE,Caatinga,-3.06088,-40.00869,Outubro,16.8,94.0,15.3,0.879,43,27.0,4544.1,Floresta,Baixo
PR,Mata Atlântica,-22.08558,-54.52849,Março,32.6,11.9,3.7,0.588,17,4.8,3568.9,Cerrado/Savana,Médio
RS,Pampa,-28.74379,-52.52993,Maio,18.2,24.2,42.9,-0.038,11,24.9,4028.0,Agricultura,Baixo
PR,Mata Atlântica,-25.62912,-50.69588,Agosto,15.2,92.8,191.5,-0.061,81,31.2,2660.3,Cerrado/Savana,Alto
AM,Amazônia,-2.6279,-61.31036,Agosto,16.4,63.4,134.1,0.466,50,4.9,636.9,Área Urbana,Alto
PA,Amazônia,-7.61924,-50.55645,Junho,39.7,48.3,68.8,0.787,34,25.9,2690.9,Cerrado/Savana,Baixo
PA,Amazônia,-6.89097,-53.88093,Maio,39.5,16.7,35.5,0.023,61,38.4,1652.7,Agricultura,Médio
MG,Cerrado,-17.55315,-44.98008,Fevereiro,21.1,66.9,7.3,0.148,37,38.7,60.4,Agricultura,Baixo
RS,Pampa,-29.56761,-54.4649,Setembro,29.8,21.7,49.4,0.857,20,6.5,3079.0,Floresta,Baixo
GO,Cerrado,-15.40351,-49.51325,Janeiro,40.8,67.1,73.9,0.502,25,30.4,4269.7,Cerrado/Savana,Baixo
MG,Cerrado,-19.27479,-47.66111,Novembro,28.4,93.2,139.4,0.623,16,33.9,3555.7,Floresta,Médio
PR,Mata Atlântica,-25.20921,-51.60606,Fevereiro,25.6,55.2,124.6,0.049,32,35.6,1125.4,Cerrado/Savana,Alto
MG,Cerrado,-19.06084,-47.30426,Janeiro,28.0,28.2,353.3,0.076,17,12.9,4097.5,Cerrado/Savana,Alto
PR,Mata Atlântica,-22.4979,-52.50829,Dezembro,36.3,63.1,12.7,0.182,53,10.8,1554.4,Área Urbana,Médio
SP,Mata Atlântica,-23.88331,-50.24421,Abril,27.9,53.6,49.2,0.857,37,1.9,1100.2,Floresta,Baixo
PA,Amazônia,-3.14772,-53.42982,Abril,36.1,55.3,78.8,0.659,23,16.0,4806.1,Floresta,Baixo
SP,Mata Atlântica,-23.40231,-44.94889,Maio,26.7,50.6,133.3,0.709,8,5.0,92.8,Floresta,Médio
CE,Caatinga,-6.11446,-38.20513,Maio,21.8,67.3,82.1,0.526,52,31.5,846.2,Agricultura,Médio
RS,Pampa,-33.12199,-50.40352,Agosto,23.8,58.6,292.7,0.418,40,5.7,2340.3,Área Urbana,Alto
GO,Cerrado,-13.47164,-50.71063,Novembro,17.1,93.9,112.6,0.223,29,32.8,843.7,Cerrado/Savana,Médio
PR,Mata Atlântica,-23.21168,-48.79912,Novembro,28.4,80.2,4.9,0.696,9,4.3,842.7,Floresta,Baixo
GO,Cerrado,-16.21226,-50.34629,Março,19.0,32.5,14.5,0.701,20,19.2,3175.4,Floresta,Baixo
PR,Mata Atlântica,-26.23744,-52.3146,Junho,36.9,71.7,168.0,0.876,60,15.4,4097.0,Floresta,Médio
AM,Amazônia,-4.69304,-63.56867,Dezembro,26.4,28.2,151.0,0.069,19,24.1,3311.5,Pastagem,Médio
MG,Cerrado,-16.71175,-45.73489,Dezembro,35.7,76.5,20.0,0.732,9,20.8,516.2,Floresta,Baixo
CE,Caatinga,-4.71222,-39.59265,Março,40.8,22.5,7.3,-0.1,82,23.9,4477.9,Área Urbana,Médio
PA,Amazônia,-3.29286,-53.48473,Fevereiro,37.9,50.3,103.7,0.688,25,0.0,4614.5,Floresta,Baixo
PR,Mata Atlântica,-24.31828,-50.3634,Agosto,40.7,77.2,121.2,0.317,26,5.1,1412.2,Área Urbana,Médio
GO,Cerrado,-13.59538,-50.61663,Janeiro,30.3,33.8,17.4,0.763,52,20.7,2770.0,Cerrado/Savana,Médio
CE,Caatinga,-6.02684,-41.24267,Setembro,19.5,81.2,77.0,0.184,110,9.2,2431.3,Área Urbana,Médio
MT,Cerrado/Amazônia,-9.32555,-54.84329,Novembro,40.3,64.8,43.8,0.815,80,3.1,3344.4,Área Urbana,Médio
MT,Cerrado/Amazônia,-12.7433,-54.02284,Julho,38.4,85.1,321.4,0.041,0,8.7,22.5,Corpo d'Água,Alto
SP,Mata Atlântica,-23.7028,-45.54338,Dezembro,38.3,46.0,29.7,0.547,44,31.2,4932.0,Agricultura,Baixo
PA,Amazônia,-5.52474,-52.13329,Outubro,33.7,88.7,158.6,0.878,56,21.7,2550.6,Floresta,Médio
AM,Amazônia,-3.03236,-62.85748,Dezembro,31.9,28.5,87.6,0.879,79,7.6,468.8,Floresta,Médio
GO,Cerrado,-14.19125,-48.76607,Novembro,15.4,68.9,1.4,0.769,29,0.6,1679.0,Agricultura,Baixo
MG,Cerrado,-16.96846,-44.06966,Abril,35.2,70.1,87.3,0.01,53,14.3,2073.7,Área Urbana,Médio
MG,Cerrado,-19.86985,-41.98592,Março,17.5,88.4,12.6,0.827,14,14.3,2677.8,Floresta,Baixo
GO,Cerrado,-16.22383,-49.2939,Junho,22.0,70.6,129.1,0.481,69,29.4,4802.2,Área Urbana,Médio
RS,Pampa,-29.07693,-50.69387,Setembro,29.9,59.7,100.0,0.761,3,36.8,1319.5,Pastagem,Médio
AM,Amazônia,-2.09687,-60.60993,Setembro,27.2,86.7,1.3,0.755,36,14.9,2688.1,Floresta,Baixo
CE,Caatinga,-5.43725,-37.2118,Abril,15.4,80.5,27.5,0.635,56,27.5,1462.3,Floresta,Médio
PR,Mata Atlântica,-25.29036,-51.04488,Outubro,37.2,70.9,179.7,0.812,21,25.4,4598.1,Floresta,Médio
RS,Pampa,-30.61152,-52.24021,Maio,38.7,12.8,38.7,0.645,63,16.9,4949.9,Floresta,Médio
PR,Mata Atlântica,-23.32371,-46.86715,Novembro,33.4,41.7,83.0,0.375,4,2.6,4355.0,Agricultura,Baixo
PR,Mata Atlântica,-25.43264,-49.72702,Setembro,29.6,63.7,44.9,0.826,48,18.9,1700.3,Floresta,Baixo
RS,Pampa,-30.51887,-51.24573,Fevereiro,40.9,54.4,305.4,0.329,11,14.2,1396.6,Pastagem,Alto
SP,Mata Atlântica,-20.91362,-48.2403,Fevereiro,18.2,37.1,92.3,0.01,18,22.0,2161.5,Agricultura,Médio
MT,Cerrado/Amazônia,-14.68724,-57.0508,Maio,34.9,22.3,143.0,0.855,68,5.0,3740.4,Área Urbana,Médio
PR,Mata Atlântica,-23.89452,-50.8545,Janeiro,18.5,57.0,10.5,0.423,47,29.0,56.5,Pastagem,Baixo
RS,Pampa,-29.48898,-51.1788,Agosto,25.3,34.3,4.9,0.813,29,31.5,4975.6,Pastagem,Baixo
RS,Pampa,-28.85019,-55.60051,Maio,30.8,29.8,36.0,-0.078,56,15.5,4418.2,Área Urbana,Médio
BA,Caatinga,-13.70621,-41.84042,Dezembro,34.9,43.9,44.4,0.665,57,7.0,128.8,Floresta,Baixo
SP,Mata Atlântica,-22.4932,-44.39535,Outubro,15.1,76.8,139.6,0.697,40,24.9,1916.7,Floresta,Médio
PA,Amazônia,-6.86765,-50.54438,Fevereiro,22.0,51.5,101.0,0.332,58,38.2,3442.3,Área Urbana,Médio
BA,Caatinga,-13.25884,-41.89486,Dezembro,29.5,28.4,56.3,0.801,73,28.0,1214.6,Floresta,Médio
BA,Caatinga,-11.70785,-42.00485,Setembro,29.4,19.9,127.4,0.6,27,4.9,722.8,Floresta,Médio
GO,Cerrado,-14.16482,-50.44691,Fevereiro,32.2,52.4,21.4,0.146,58,15.9,3150.3,Cerrado/Savana,Baixo
MT,Cerrado/Amazônia,-13.2643,-55.34203,Julho,23.2,77.5,7.9,0.848,55,36.6,4518.6,Cerrado/Savana,Baixo
RS,Pampa,-31.17469,-50.85661,Agosto,29.6,65.5,231.3,0.589,9,25.4,4778.4,Agricultura,Alto
MT,Cerrado/Amazônia,-15.17072,-54.19054,Junho,20.1,29.7,99.6,0.83,36,5.9,61.2,Floresta,Médio
AM,Amazônia,-1.66017,-58.09484,Novembro,20.0,47.1,125.7,0.462,53,29.0,4373.5,Cerrado/Savana,Médio
GO,Cerrado,-13.82245,-51.53448,Julho,30.6,82.7,44.0,0.861,83,14.1,2808.2,Agricultura,Baixo
PA,Amazônia,-4.53703,-54.10701,Novembro,33.5,25.1,55.8,0.792,14,19.6,1196.1,Pastagem,Baixo
MT,Cerrado/Amazônia,-10.31294,-58.57171,Janeiro,18.3,55.2,10.3,0.029,6,16.6,3088.5,Pastagem,Baixo
MG,Cerrado,-20.23373,-46.96472,Abril,18.3,40.3,233.4,0.87,58,29.0,4979.0,Floresta,Alto
PR,Mata Atlântica,-25.62257,-52.58422,Julho,30.3,20.6,107.7,0.143,38,8.7,1388.1,Cerrado/Savana,Médio
AM,Amazônia,-5.36247,-59.23529,Janeiro,22.3,14.2,10.5,0.615,66,15.5,1391.7,Floresta,Médio
SP,Mata Atlântica,-22.75518,-46.01165,Janeiro,25.6,57.2,195.9,0.703,66,29.8,3497.7,Pastagem,Alto
PA,Amazônia,-3.15625,-52.34561,Novembro,25.8,11.8,70.5,0.659,25,28.2,225.6,Pastagem,Médio
AM,Amazônia,-4.59302,-64.77031,Junho,19.8,18.8,173.8,0.627,19,8.1,4104.5,Pastagem,Médio
PR,Mata Atlântica,-26.09759,-49.29188,Abril,15.0,39.5,1.5,0.275,20,14.0,3266.1,Área Urbana,Baixo
GO,Cerrado,-17.713,-49.31031,Março,38.0,13.7,3.5,0.577,24,0.6,4207.5,Floresta,Médio
PR,Mata Atlântica,-23.33911,-51.12198,Dezembro,34.3,44.0,22.5,0.111,22,21.2,1161.4,Cerrado/Savana,Baixo
BA,Caatinga,-11.98153,-40.71659,Maio,33.6,21.1,28.4,0.642,6,11.2,4237.5,Pastagem,Baixo
PR,Mata Atlântica,-24.32108,-49.13639,Setembro,29.8,39.7,173.2,0.048,9,0.5,2248.6,Pastagem,Médio
BA,Caatinga,-14.14044,-41.33936,Outubro,33.9,77.2,147.2,0.873,19,17.0,672.3,Floresta,Médio
GO,Cerrado,-18.55736,-52.95062,Outubro,40.3,63.2,114.9,0.637,15,37.1,4508.1,Floresta,Médio
CE,Caatinga,-5.22251,-38.83493,Dezembro,33.0,47.9,259.4,-0.028,117,36.9,3528.0,Agricultura,Alto
BA,Caatinga,-10.134,-38.07031,Dezembro,22.2,17.8,34.1,0.113,81,14.9,849.7,Pastagem,Médio
SP,Mata Atlântica,-21.57021,-45.53925,Novembro,30.4,62.6,281.7,0.05,20,18.0,1240.1,Cerrado/Savana,Alto
PR,Mata Atlântica,-24.65005,-53.84684,Outubro,26.9,23.9,288.3,0.851,70,9.7,1351.6,Área Urbana,Alto
PR,Mata Atlântica,-25.10905,-49.61443,Março,30.0,16.5,68.4,0.627,32,2.7,4817.0,Floresta,Baixo
SP,Mata Atlântica,-22.20258,-48.5595,Maio,29.0,66.4,11.9,0.762,24,27.8,4432.0,Área Urbana,Baixo
MG,Cerrado,-17.58896,-43.75741,Outubro,38.2,87.5,155.6,0.704,22,32.0,1738.3,Floresta,Alto
RS,Pampa,-29.50516,-51.27178,Maio,32.6,49.2,49.3,0.77,18,35.2,2338.5,Pastagem,Médio
CE,Caatinga,-4.10162,-38.60403,Setembro,20.1,13.5,190.1,0.499,85,37.4,1433.5,Pastagem,Alto
PA,Amazônia,-6.50219,-52.04748,Novembro,16.7,84.8,21.5,0.75,57,36.6,3715.8,Pastagem,Baixo
BA,Caatinga,-12.86409,-43.93085,Dezembro,26.5,15.7,93.1,0.898,9,1.1,814.4,Floresta,Médio
SP,Mata Atlântica,-24.39241,-48.97553,Outubro,15.4,83.7,85.1,0.496,17,39.1,1699.7,Pastagem,Médio
GO,Cerrado,-14.35986,-49.30617,Novembro,23.6,43.3,12.7,0.79,39,15.2,3034.5,Floresta,Baixo
BA,Caatinga,-13.11324,-39.56922,Abril,24.9,41.1,54.2,0.608,42,35.4,4387.9,Floresta,Baixo
RS,Pampa,-29.92801,-53.37683,Janeiro,25.1,56.1,10.6,0.675,38,17.6,3181.4,Floresta,Baixo
GO,Cerrado,-16.48922,-47.39072,Outubro,41.4,91.4,75.0,0.316,63,16.9,4699.2,Pastagem,Baixo
AM,Amazônia,-4.47421,-61.80717,Maio,23.2,86.4,222.1,0.814,6,0.4,4654.7,Cerrado/Savana,Médio
PR,Mata Atlântica,-23.77419,-50.66508,Janeiro,22.2,50.0,37.8,0.645,30,2.1,3594.3,Floresta,Baixo
AM,Amazônia,0.20419,-63.98445,Junho,18.5,69.1,173.7,0.6,29,26.9,1400.7,Floresta,Alto
BA,Caatinga,-14.19469,-43.43963,Dezembro,28.8,59.3,24.3,0.754,24,37.5,3418.6,Floresta,Baixo
RS,Pampa,-30.47388,-49.58093,Outubro,19.1,68.9,134.4,0.797,32,9.0,971.8,Pastagem,Médio
CE,Caatinga,-6.6476,-37.97996,Outubro,31.6,80.5,296.6,0.693,38,3.8,1672.7,Pastagem,Alto
BA,Caatinga,-12.52731,-43.3635,Julho,19.2,12.9,47.0,0.863,26,8.6,3791.9,Cerrado/Savana,Baixo
SP,Mata Atlântica,-26.17705,-48.92136,Janeiro,30.6,37.7,276.8,0.131,14,8.5,4254.7,Área Urbana,Alto
MT,Cerrado/Amazônia,-13.67878,-57.17373,Outubro,37.3,91.5,84.5,0.267,42,11.7,2089.7,Pastagem,Baixo
BA,Caatinga,-10.56091,-40.50137,Abril,16.1,90.7,45.7,0.407,20,3.8,2622.0,Área Urbana,Baixo
PR,Mata Atlântica,-26.14841,-50.937,Setembro,26.3,11.0,272.2,0.133,44,9.4,1936.8,Pastagem,Alto
PR,Mata Atlântica,-22.41268,-48.73912,Janeiro,27.4,27.1,3.9,0.294,10,36.9,2401.7,Cerrado/Savana,Baixo
BA,Caatinga,-13.05161,-40.26257,Setembro,36.4,94.5,3.4,0.438,18,35.6,2567.3,Pastagem,Baixo
GO,Cerrado,-13.74507,-52.10061,Agosto,27.6,51.9,109.9,0.714,34,12.7,3462.3,Floresta,Baixo
MT,Cerrado/Amazônia,-13.44861,-53.58997,Maio,30.3,58.7,191.2,0.157,58,39.9,3755.1,Pastagem,Alto
SP,Mata Atlântica,-24.00155,-51.02343,Junho,36.4,76.1,167.1,-0.016,0,11.9,41.6,Corpo d'Água,Alto
BA,Caatinga,-12.76144,-40.01306,Julho,30.1,86.0,9.9,0.715,24,28.9,2193.9,Floresta,Baixo
GO,Cerrado,-15.82023,-48.76695,Abril,24.7,29.7,360.1,0.262,50,25.8,424.9,Cerrado/Savana,Alto
PR,Mata Atlântica,-23.48267,-52.08241,Junho,17.3,26.1,145.7,0.12,39,2.6,3444.0,Cerrado/Savana,Médio
PR,Mata Atlântica,-25.66909,-51.31984,Julho,34.7,29.4,357.4,0.407,27,13.7,2496.4,Cerrado/Savana,Alto
RS,Pampa,-29.76333,-51.14888,Novembro,38.5,88.2,47.9,-0.032,12,38.1,4206.7,Agricultura,Baixo
